MEMBER_NO,labels
46239,重要挽留客户
10721,低价值客户
46421,一般客户
22050,重要挽留客户
58282,重要挽留客户
12850,低价值客户
43560,低价值客户
51733,一般客户
29017,低价值客户
32088,重要发展客户
4661,重要发展客户
61599,一般客户
32404,一般客户
10872,低价值客户
394,重要保持客户
43284,一般客户
36667,重要挽留客户
44553,重要挽留客户
21250,重要发展客户
30300,低价值客户
11111,重要挽留客户
30212,重要挽留客户
49560,低价值客户
35497,重要挽留客户
16588,低价值客户
54349,低价值客户
54980,重要发展客户
31090,低价值客户
56469,重要发展客户
56228,重要挽留客户
6983,低价值客户
18800,重要挽留客户
27221,低价值客户
32090,一般客户
62725,一般客户
11663,重要挽留客户
32888,一般客户
22019,重要发展客户
20978,重要挽留客户
54859,重要挽留客户
11202,重要挽留客户
59300,低价值客户
6791,一般客户
11789,重要保持客户
13929,低价值客户
8548,重要保持客户
35729,重要挽留客户
11564,重要挽留客户
56964,一般客户
41521,一般客户
59083,低价值客户
22,一般客户
29955,重要挽留客户
26315,一般客户
59225,低价值客户
11926,重要挽留客户
46949,一般客户
33139,低价值客户
32981,低价值客户
7245,一般客户
46212,重要挽留客户
1967,重要发展客户
29066,重要挽留客户
15191,一般客户
46226,重要发展客户
58794,重要发展客户
15782,低价值客户
41687,重要发展客户
47229,重要保持客户
54657,重要挽留客户
61107,低价值客户
3810,一般客户
545,重要挽留客户
53867,一般客户
34535,重要发展客户
41311,低价值客户
46859,低价值客户
62491,重要挽留客户
62620,重要保持客户
23604,重要保持客户
17087,重要发展客户
24870,低价值客户
52125,重要发展客户
3002,重要挽留客户
61623,重要保持客户
8462,重要挽留客户
39703,重要保持客户
17174,低价值客户
5901,低价值客户
54662,重要挽留客户
50424,一般客户
62873,重要保持客户
36826,重要挽留客户
42355,一般客户
53765,重要挽留客户
39778,重要发展客户
21523,一般客户
46749,一般客户
41146,低价值客户
8284,低价值客户
29756,重要挽留客户
46836,重要发展客户
43137,重要发展客户
39732,重要挽留客户
35804,重要挽留客户
10638,一般客户
59695,低价值客户
49981,一般客户
14279,低价值客户
2586,重要挽留客户
1957,低价值客户
39905,低价值客户
26130,一般客户
35610,重要挽留客户
34066,一般客户
44951,重要挽留客户
60868,低价值客户
30446,重要挽留客户
55880,低价值客户
44105,低价值客户
13993,低价值客户
39027,重要挽留客户
10093,一般客户
52368,重要发展客户
54004,重要挽留客户
11239,重要挽留客户
53532,重要挽留客户
28720,一般客户
21020,重要挽留客户
19939,一般客户
9611,重要保持客户
20264,重要挽留客户
18626,低价值客户
33247,一般客户
23851,低价值客户
45929,重要保持客户
21333,重要挽留客户
39131,重要发展客户
39901,低价值客户
36898,重要挽留客户
61463,低价值客户
43605,低价值客户
25828,低价值客户
19473,重要保持客户
34667,低价值客户
14034,重要保持客户
45610,重要保持客户
890,重要挽留客户
29323,重要挽留客户
50768,低价值客户
55624,一般客户
10133,一般客户
32242,低价值客户
29876,重要挽留客户
20555,重要挽留客户
61353,低价值客户
48799,重要保持客户
32198,低价值客户
9899,重要挽留客户
9483,重要挽留客户
29563,重要挽留客户
36830,重要保持客户
38998,重要挽留客户
28540,重要发展客户
20838,重要发展客户
43943,低价值客户
23931,低价值客户
16123,低价值客户
2839,重要挽留客户
16498,重要发展客户
36563,重要挽留客户
40634,低价值客户
1058,重要保持客户
15241,低价值客户
34703,重要挽留客户
6761,低价值客户
6006,一般客户
1794,一般客户
52725,重要挽留客户
30600,低价值客户
61323,低价值客户
22580,一般客户
49045,重要保持客户
48249,低价值客户
21616,低价值客户
14501,一般客户
56344,一般客户
47393,重要挽留客户
29588,重要挽留客户
12756,重要挽留客户
59805,低价值客户
41152,重要发展客户
27142,低价值客户
40101,一般客户
60478,一般客户
8748,重要挽留客户
25806,重要发展客户
855,重要挽留客户
58053,重要发展客户
29830,重要挽留客户
32777,低价值客户
513,重要挽留客户
36653,重要挽留客户
656,重要挽留客户
50342,低价值客户
30292,一般客户
27779,重要挽留客户
37269,重要挽留客户
47933,重要保持客户
2822,一般客户
2767,重要挽留客户
19227,重要挽留客户
16673,一般客户
57240,一般客户
21028,重要发展客户
59031,一般客户
22165,低价值客户
12338,重要挽留客户
25893,重要保持客户
56646,重要挽留客户
4437,一般客户
42451,重要保持客户
38607,重要挽留客户
27650,重要挽留客户
10316,一般客户
47474,一般客户
36536,重要挽留客户
54943,重要保持客户
44609,重要挽留客户
46066,重要保持客户
38143,重要挽留客户
37567,低价值客户
51854,低价值客户
5012,重要保持客户
59262,低价值客户
33587,一般客户
32812,重要发展客户
24375,一般客户
14311,一般客户
6229,低价值客户
50799,低价值客户
42062,低价值客户
61382,重要发展客户
55813,低价值客户
9280,低价值客户
58946,一般客户
36528,重要挽留客户
60623,低价值客户
52221,低价值客户
12832,低价值客户
20831,重要挽留客户
19866,一般客户
16428,低价值客户
6203,一般客户
39467,重要挽留客户
59620,一般客户
20590,重要挽留客户
35325,重要保持客户
41829,低价值客户
58781,低价值客户
14426,一般客户
49564,重要发展客户
13135,重要挽留客户
22279,低价值客户
14721,低价值客户
52329,一般客户
37819,重要发展客户
5141,低价值客户
49275,重要挽留客户
47016,低价值客户
6217,低价值客户
52437,低价值客户
2994,重要挽留客户
40249,低价值客户
54670,重要挽留客户
58422,低价值客户
17751,重要挽留客户
1656,重要保持客户
58656,重要发展客户
13920,重要挽留客户
45278,低价值客户
37115,重要挽留客户
21356,低价值客户
37538,一般客户
15713,一般客户
61110,低价值客户
48322,重要挽留客户
27419,一般客户
39404,重要保持客户
104,一般客户
10786,低价值客户
18369,重要发展客户
48172,重要发展客户
12964,重要挽留客户
17665,重要保持客户
25110,一般客户
25313,一般客户
1916,一般客户
13877,一般客户
59923,重要发展客户
45566,重要保持客户
476,低价值客户
62124,重要发展客户
49585,低价值客户
31184,重要发展客户
50887,一般客户
14825,重要保持客户
61135,一般客户
55932,低价值客户
41294,一般客户
33093,低价值客户
1102,重要挽留客户
20391,重要挽留客户
11842,重要挽留客户
12532,一般客户
42162,一般客户
42638,低价值客户
23771,重要保持客户
3033,重要挽留客户
343,一般客户
36566,重要挽留客户
4067,低价值客户
62824,重要挽留客户
21303,一般客户
22001,重要发展客户
7365,一般客户
9947,重要挽留客户
56615,重要挽留客户
18869,重要保持客户
1899,低价值客户
54976,重要挽留客户
25897,低价值客户
48940,低价值客户
48680,低价值客户
7544,重要挽留客户
62953,一般客户
9275,一般客户
56227,重要挽留客户
57064,一般客户
9606,重要发展客户
19896,一般客户
52003,低价值客户
45478,重要发展客户
16471,低价值客户
54132,一般客户
34905,重要保持客户
3657,重要挽留客户
34769,低价值客户
10160,重要挽留客户
54852,重要挽留客户
21753,重要挽留客户
30451,重要挽留客户
29859,重要挽留客户
19292,重要挽留客户
61534,低价值客户
29020,低价值客户
27509,低价值客户
1699,低价值客户
48283,重要挽留客户
57559,重要保持客户
3753,低价值客户
62697,重要挽留客户
56072,重要挽留客户
6247,低价值客户
38416,重要发展客户
3060,重要挽留客户
26594,重要挽留客户
47123,重要挽留客户
50854,低价值客户
29322,重要挽留客户
8410,重要挽留客户
48536,重要发展客户
20252,重要挽留客户
43215,重要发展客户
42498,重要发展客户
49602,一般客户
59416,低价值客户
51018,重要保持客户
25623,低价值客户
60004,低价值客户
31990,低价值客户
35515,重要挽留客户
32782,重要保持客户
6814,一般客户
56693,重要挽留客户
13244,重要发展客户
978,重要挽留客户
29569,一般客户
28481,一般客户
24127,低价值客户
10798,一般客户
44296,低价值客户
27043,重要挽留客户
2035,重要保持客户
43875,低价值客户
57320,重要挽留客户
34704,一般客户
13567,重要保持客户
36960,重要挽留客户
38552,重要挽留客户
52465,低价值客户
21207,重要挽留客户
24681,低价值客户
57560,重要挽留客户
49727,低价值客户
49303,低价值客户
41375,低价值客户
36114,低价值客户
18861,重要挽留客户
26073,一般客户
4151,一般客户
4866,低价值客户
25482,低价值客户
41050,重要保持客户
37388,低价值客户
10062,重要挽留客户
33081,一般客户
25626,低价值客户
22735,一般客户
4859,低价值客户
53921,重要挽留客户
7122,低价值客户
22332,一般客户
60873,重要保持客户
38502,重要挽留客户
40727,低价值客户
48770,重要挽留客户
32619,低价值客户
60754,低价值客户
7008,低价值客户
55719,低价值客户
16578,一般客户
61424,低价值客户
50705,重要发展客户
46454,重要保持客户
17054,重要发展客户
35822,一般客户
4650,重要发展客户
11850,重要挽留客户
56848,重要挽留客户
15623,一般客户
31917,低价值客户
59491,重要保持客户
61860,低价值客户
48709,一般客户
16925,低价值客户
49022,低价值客户
57679,重要挽留客户
57361,重要挽留客户
21047,重要保持客户
43108,重要发展客户
59094,低价值客户
14212,低价值客户
42913,重要保持客户
22284,一般客户
18263,一般客户
52814,重要保持客户
14905,低价值客户
51536,低价值客户
40268,低价值客户
8148,一般客户
37844,低价值客户
53303,低价值客户
59130,低价值客户
54388,低价值客户
15762,低价值客户
56464,一般客户
11072,重要挽留客户
1252,重要挽留客户
61470,低价值客户
23416,低价值客户
28340,重要挽留客户
27200,一般客户
4790,低价值客户
59545,低价值客户
46707,一般客户
44283,一般客户
2725,重要挽留客户
22494,低价值客户
334,低价值客户
18123,重要挽留客户
62286,一般客户
3232,重要挽留客户
24544,重要保持客户
2798,重要挽留客户
6728,低价值客户
16712,低价值客户
62540,重要挽留客户
39455,重要发展客户
9051,低价值客户
6578,一般客户
680,重要保持客户
47987,重要发展客户
3441,重要发展客户
44167,一般客户
28712,重要保持客户
17575,一般客户
12058,重要保持客户
129,一般客户
16249,一般客户
8223,低价值客户
42825,重要发展客户
22011,重要挽留客户
47162,重要挽留客户
28760,低价值客户
48793,重要挽留客户
12983,低价值客户
41640,低价值客户
18871,一般客户
620,重要挽留客户
25015,低价值客户
18122,重要挽留客户
31563,一般客户
48822,重要挽留客户
10997,重要挽留客户
4312,一般客户
53366,低价值客户
